InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV402380,SC20085,BLUE CERAMIC MUG,13,2023-04-02,1.25,CUST0333,Italy
INV217466,SC29392,BLUE CERAMIC MUG,6,2023-05-22,1.25,CUST0333,Italy
INV645980,SC92218,LEATHER WALLET,5,2023-04-15,5.0,CUST0333,Italy
INV596925,SC55442,METAL KEYCHAIN,18,2023-03-09,0.5,CUST0334,United Kingdom
INV122525,SC48209,METAL KEYCHAIN,15,2023-11-27,0.5,CUST0334,United Kingdom
INV940946,SC40451,COTTON TOTE BAG,3,2023-01-12,1.0,CUST0334,United Kingdom
INV452192,SC63961,CERAMIC PLANT POT,17,2023-11-27,2.0,CUST0334,United Kingdom
INV777433,SC52769,BAMBOO CUTTING BOARD,11,2023-12-02,1.75,CUST0334,United Kingdom
INV238364,SC50172,LEATHER WALLET,10,2023-10-18,5.0,CUST0335,Spain
INV607765,SC58745,VINTAGE LAMP,9,2023-04-27,3.75,CUST0335,Spain
INV470274,SC47274,WOODEN PHOTO FRAME,2,2023-03-17,2.0,CUST0335,Spain
INV268600,SC80165,LEATHER WALLET,6,2023-11-13,5.0,CUST0335,Spain
INV980103,SC97340,WOODEN PHOTO FRAME,6,2023-03-31,2.0,CUST0335,Spain
INV349461,SC25324,PAPER NOTEBOOK,5,2023-03-24,0.85,CUST0335,Spain
INV232617,SC67788,RED WOOL SCARF,11,2023-10-22,2.5,CUST0335,Spain
INV315120,SC83726,WOODEN PHOTO FRAME,12,2023-04-05,2.0,CUST0335,Spain
INV570211,SC80761,GLASS VASE,5,2023-07-10,1.5,CUST0336,United Kingdom
INV227391,SC13266,VINTAGE LAMP,18,2023-06-04,3.75,CUST0336,United Kingdom
INV580290,SC51971,METAL KEYCHAIN,16,2023-03-16,0.5,CUST0336,United Kingdom
INV632056,SC53421,VINTAGE LAMP,1,2023-10-07,3.75,CUST0336,United Kingdom
INV403905,SC85199,ENAMEL PIN SET,10,2023-08-31,0.75,CUST0336,United Kingdom
INV863933,SC67947,ENAMEL PIN SET,5,2023-10-17,0.75,CUST0336,United Kingdom
INV246195,SC98867,WICKER BASKET,16,2023-01-21,3.0,CUST0337,USA
INV126000,SC62642,SILK CUSHION,4,2023-06-07,2.25,CUST0337,USA
INV442220,SC17213,LEATHER WALLET,12,2023-02-17,5.0,CUST0338,Japan
INV652005,SC39116,BAMBOO CUTTING BOARD,7,2023-10-26,1.75,CUST0338,Japan
INV123643,SC20956,PAPER NOTEBOOK,9,2023-04-11,0.85,CUST0338,Japan
INV804179,SC21452,SILK CUSHION,15,2023-12-13,2.25,CUST0338,Japan
INV732471,SC89308,COTTON TOTE BAG,16,2023-06-12,1.0,CUST0339,Italy
INV478603,SC62108,SILK CUSHION,2,2023-12-08,2.25,CUST0339,Italy
INV504868,SC58867,VINTAGE LAMP,14,2023-07-09,3.75,CUST0339,Italy
INV468422,SC50381,RED WOOL SCARF,10,2023-06-26,2.5,CUST0339,Italy
INV326172,SC68224,LEATHER WALLET,18,2023-02-14,5.0,CUST0339,Italy
INV402654,SC31468,WICKER BASKET,14,2023-08-15,3.0,CUST0339,Italy
INV246347,SC86962,PAPER NOTEBOOK,14,2023-08-01,0.85,CUST0339,Italy
INV597667,SC78852,VINTAGE LAMP,7,2023-06-05,3.75,CUST0340,Japan
INV892843,SC59253,GLASS VASE,3,2023-10-30,1.5,CUST0340,Japan
INV283388,SC82851,METAL KEYCHAIN,9,2023-08-01,0.5,CUST0341,Germany
INV403524,SC82596,COTTON TOTE BAG,6,2023-07-15,1.0,CUST0342,Spain
INV975126,SC86704,LEATHER WALLET,2,2023-06-04,5.0,CUST0342,Spain
INV875795,SC70745,WOODEN PHOTO FRAME,16,2023-10-14,2.0,CUST0342,Spain
INV375436,SC49343,PAPER NOTEBOOK,1,2023-03-20,0.85,CUST0343,India
INV288085,SC74472,ENAMEL PIN SET,10,2023-08-02,0.75,CUST0344,Spain
INV225152,SC46335,KNITTED BLANKET,8,2023-01-15,4.5,CUST0344,Spain
INV603825,SC84130,BAMBOO CUTTING BOARD,12,2023-10-25,1.75,CUST0345,Spain
INV819231,SC72395,METAL KEYCHAIN,9,2023-11-18,0.5,CUST0345,Spain
INV986340,SC44018,SILK CUSHION,19,2023-01-09,2.25,CUST0346,Germany
INV253235,SC51901,VINTAGE LAMP,19,2023-01-30,3.75,CUST0346,Germany
INV271241,SC16932,LEATHER WALLET,5,2023-07-02,5.0,CUST0346,Germany
INV767153,SC56659,WOODEN PHOTO FRAME,12,2023-08-03,2.0,CUST0346,Germany
INV655338,SC93747,RED WOOL SCARF,10,2023-05-30,2.5,CUST0346,Germany
INV303229,SC92317,KNITTED BLANKET,3,2023-09-21,4.5,CUST0346,Germany
INV438277,SC51446,BAMBOO CUTTING BOARD,6,2023-10-06,1.75,CUST0347,France
INV818739,SC57516,CERAMIC PLANT POT,10,2023-05-19,2.0,CUST0347,France
INV243601,SC77917,CERAMIC PLANT POT,5,2023-01-07,2.0,CUST0348,Germany
INV532007,SC54605,WOODEN PHOTO FRAME,12,2023-09-06,2.0,CUST0348,Germany
INV328459,SC30257,KNITTED BLANKET,6,2023-02-22,4.5,CUST0348,Germany
INV933729,SC83224,SILK CUSHION,8,2023-04-07,2.25,CUST0348,Germany
INV847159,SC82235,BAMBOO CUTTING BOARD,17,2023-09-30,1.75,CUST0348,Germany
INV582860,SC20013,WICKER BASKET,4,2023-08-02,3.0,CUST0348,Germany
INV465124,SC50838,KNITTED BLANKET,1,2023-09-03,4.5,CUST0349,Germany
INV956727,SC67925,WICKER BASKET,12,2023-03-13,3.0,CUST0349,Germany
INV900681,SC54832,KNITTED BLANKET,20,2023-09-25,4.5,CUST0349,Germany
INV234966,SC28659,RED WOOL SCARF,4,2023-04-24,2.5,CUST0350,France
INV231432,SC37504,WICKER BASKET,8,2023-06-07,3.0,CUST0350,France
INV824375,SC24643,VINTAGE LAMP,3,2023-08-06,3.75,CUST0350,France
INV894122,SC66524,BLUE CERAMIC MUG,1,2023-09-05,1.25,CUST0350,France
INV134385,SC96479,RED WOOL SCARF,7,2023-02-25,2.5,CUST0350,France
INV145383,SC18683,LEATHER WALLET,4,2023-05-10,5.0,CUST0351,Italy
INV731024,SC36922,PAPER NOTEBOOK,4,2023-03-05,0.85,CUST0352,Australia
INV195189,SC29078,VINTAGE LAMP,12,2023-01-15,3.75,CUST0353,Japan
INV464733,SC56163,CERAMIC PLANT POT,9,2023-10-24,2.0,CUST0353,Japan
INV353569,SC76179,VINTAGE LAMP,17,2023-11-10,3.75,CUST0353,Japan
INV959398,SC85777,BAMBOO CUTTING BOARD,3,2023-02-20,1.75,CUST0353,Japan
INV280117,SC80402,WICKER BASKET,7,2023-05-25,3.0,CUST0354,United Kingdom
INV628687,SC72221,RED WOOL SCARF,4,2023-04-20,2.5,CUST0354,United Kingdom
INV561023,SC98280,GLASS VASE,19,2023-04-05,1.5,CUST0354,United Kingdom
INV498055,SC65586,BLUE CERAMIC MUG,6,2023-07-01,1.25,CUST0354,United Kingdom
INV229620,SC71066,METAL KEYCHAIN,4,2023-06-10,0.5,CUST0355,India
INV619900,SC57349,BLUE CERAMIC MUG,17,2023-03-11,1.25,CUST0355,India
INV857215,SC15322,WICKER BASKET,10,2023-10-13,3.0,CUST0355,India
INV221343,SC60434,BLUE CERAMIC MUG,11,2023-09-10,1.25,CUST0355,India
INV981946,SC68190,BAMBOO CUTTING BOARD,10,2023-12-18,1.75,CUST0356,Australia
INV404704,SC66093,COTTON TOTE BAG,18,2023-07-28,1.0,CUST0356,Australia
INV812120,SC58161,COTTON TOTE BAG,3,2023-09-01,1.0,CUST0356,Australia
INV615530,SC98092,VINTAGE LAMP,1,2023-12-12,3.75,CUST0356,Australia
INV648051,SC96317,BLUE CERAMIC MUG,13,2023-08-13,1.25,CUST0356,Australia
INV250331,SC61748,ENAMEL PIN SET,3,2023-03-03,0.75,CUST0356,Australia
INV877447,SC32114,METAL KEYCHAIN,19,2023-02-22,0.5,CUST0356,Australia
INV455081,SC36248,BLUE CERAMIC MUG,12,2023-04-12,1.25,CUST0356,Australia
INV860427,SC75419,BLUE CERAMIC MUG,8,2023-08-06,1.25,CUST0357,Japan
INV386232,SC94388,WOODEN PHOTO FRAME,19,2023-10-31,2.0,CUST0357,Japan
INV799061,SC89058,METAL KEYCHAIN,12,2023-09-01,0.5,CUST0357,Japan
INV392438,SC29316,METAL KEYCHAIN,16,2023-09-19,0.5,CUST0357,Japan
INV228125,SC42858,PAPER NOTEBOOK,15,2023-02-25,0.85,CUST0357,Japan
INV758894,SC27643,LEATHER WALLET,16,2023-04-29,5.0,CUST0357,Japan
INV970645,SC18942,RED WOOL SCARF,4,2023-01-28,2.5,CUST0357,Japan
INV812197,SC52854,VINTAGE LAMP,13,2023-11-06,3.75,CUST0358,Spain
INV897097,SC20029,BAMBOO CUTTING BOARD,20,2023-02-19,1.75,CUST0359,France
INV931239,SC71082,ENAMEL PIN SET,17,2023-09-10,0.75,CUST0359,France
INV622084,SC74258,COTTON TOTE BAG,10,2023-12-05,1.0,CUST0359,France
INV460307,SC80848,SILK CUSHION,9,2023-10-05,2.25,CUST0359,France
INV551313,SC25615,SILK CUSHION,1,2023-01-17,2.25,CUST0359,France
INV581984,SC14716,GLASS VASE,13,2023-08-15,1.5,CUST0360,Canada
INV791442,SC49720,RED WOOL SCARF,6,2023-10-13,2.5,CUST0360,Canada
INV551601,SC27627,KNITTED BLANKET,6,2023-09-09,4.5,CUST0360,Canada
INV901123,SC24336,WOODEN PHOTO FRAME,13,2023-09-07,2.0,CUST0360,Canada
INV680684,SC99833,BAMBOO CUTTING BOARD,16,2023-12-04,1.75,CUST0360,Canada
INV599028,SC83695,SILK CUSHION,19,2023-08-29,2.25,CUST0360,Canada
INV158444,SC61299,CERAMIC PLANT POT,6,2023-09-17,2.0,CUST0360,Canada
INV496149,SC90863,WOODEN PHOTO FRAME,16,2023-10-30,2.0,CUST0360,Canada
INV719145,SC15913,GLASS VASE,2,2023-01-15,1.5,CUST0361,USA
INV948878,SC86541,VINTAGE LAMP,12,2023-06-28,3.75,CUST0361,USA
INV202078,SC66118,RED WOOL SCARF,11,2023-07-14,2.5,CUST0361,USA
INV468332,SC17398,GLASS VASE,12,2023-07-30,1.5,CUST0361,USA
INV346019,SC94945,ENAMEL PIN SET,8,2023-05-07,0.75,CUST0361,USA
INV220031,SC54249,KNITTED BLANKET,3,2023-06-06,4.5,CUST0362,Australia
INV441958,SC14899,VINTAGE LAMP,1,2023-10-03,3.75,CUST0362,Australia
INV379570,SC12674,BAMBOO CUTTING BOARD,17,2023-08-04,1.75,CUST0363,Spain
INV123316,SC51486,WICKER BASKET,16,2023-10-29,3.0,CUST0363,Spain
INV438083,SC85043,METAL KEYCHAIN,19,2023-07-19,0.5,CUST0363,Spain
INV824423,SC98488,BLUE CERAMIC MUG,16,2023-02-21,1.25,CUST0363,Spain
INV627191,SC97475,COTTON TOTE BAG,11,2023-09-12,1.0,CUST0363,Spain
INV414070,SC57622,GLASS VASE,6,2023-11-11,1.5,CUST0363,Spain
INV766311,SC19872,METAL KEYCHAIN,7,2023-09-12,0.5,CUST0363,Spain
INV411762,SC85172,WOODEN PHOTO FRAME,9,2023-01-25,2.0,CUST0364,Italy
INV878974,SC22053,METAL KEYCHAIN,8,2023-11-16,0.5,CUST0364,Italy
INV720615,SC54150,WICKER BASKET,19,2023-02-18,3.0,CUST0364,Italy
INV940104,SC79607,WOODEN PHOTO FRAME,3,2023-10-18,2.0,CUST0364,Italy
INV783185,SC49563,COTTON TOTE BAG,12,2023-02-09,1.0,CUST0365,Spain
INV795684,SC80772,SILK CUSHION,10,2023-08-10,2.25,CUST0365,Spain
INV521843,SC42933,GLASS VASE,7,2023-08-01,1.5,CUST0365,Spain
INV804181,SC81770,BAMBOO CUTTING BOARD,17,2023-08-21,1.75,CUST0365,Spain
INV837496,SC77662,VINTAGE LAMP,1,2023-11-18,3.75,CUST0365,Spain
INV623452,SC37912,CERAMIC PLANT POT,6,2023-10-23,2.0,CUST0365,Spain
INV768914,SC79824,ENAMEL PIN SET,15,2023-05-18,0.75,CUST0365,Spain
INV162790,SC78454,KNITTED BLANKET,19,2023-11-17,4.5,CUST0366,Japan
INV254920,SC41506,COTTON TOTE BAG,12,2023-08-25,1.0,CUST0366,Japan
INV530189,SC51766,VINTAGE LAMP,10,2023-08-11,3.75,CUST0366,Japan
INV313446,SC64059,CERAMIC PLANT POT,3,2023-11-21,2.0,CUST0366,Japan
INV268384,SC43612,WOODEN PHOTO FRAME,10,2023-11-27,2.0,CUST0366,Japan
INV525581,SC41258,ENAMEL PIN SET,20,2023-05-01,0.75,CUST0366,Japan
INV129049,SC42189,BLUE CERAMIC MUG,5,2023-04-09,1.25,CUST0366,Japan
INV542519,SC94793,LEATHER WALLET,18,2023-08-12,5.0,CUST0367,Australia
INV267099,SC45744,KNITTED BLANKET,2,2023-04-14,4.5,CUST0367,Australia
INV928028,SC46408,VINTAGE LAMP,1,2023-05-13,3.75,CUST0367,Australia
INV775591,SC15535,ENAMEL PIN SET,18,2023-04-01,0.75,CUST0367,Australia
INV158014,SC21000,WICKER BASKET,16,2023-01-11,3.0,CUST0367,Australia
INV166670,SC63347,GLASS VASE,20,2023-06-02,1.5,CUST0367,Australia
INV789365,SC21836,KNITTED BLANKET,12,2023-12-10,4.5,CUST0367,Australia
INV217369,SC84838,METAL KEYCHAIN,5,2023-05-01,0.5,CUST0367,Australia
INV364039,SC75070,SILK CUSHION,19,2023-09-26,2.25,CUST0368,Italy
INV728958,SC26027,KNITTED BLANKET,3,2023-05-02,4.5,CUST0368,Italy
INV944986,SC40924,CERAMIC PLANT POT,19,2023-07-19,2.0,CUST0369,USA
INV251286,SC24000,KNITTED BLANKET,14,2023-04-22,4.5,CUST0369,USA
INV560823,SC63526,VINTAGE LAMP,7,2023-05-21,3.75,CUST0369,USA
INV614178,SC79922,WOODEN PHOTO FRAME,19,2023-01-29,2.0,CUST0369,USA
INV672255,SC65545,GLASS VASE,4,2023-06-12,1.5,CUST0369,USA
INV922370,SC28993,LEATHER WALLET,8,2023-05-23,5.0,CUST0369,USA
INV122097,SC94593,WICKER BASKET,12,2023-06-07,3.0,CUST0370,USA
INV982348,SC96798,KNITTED BLANKET,20,2023-01-18,4.5,CUST0370,USA
INV927119,SC98027,PAPER NOTEBOOK,2,2023-12-20,0.85,CUST0370,USA
INV503376,SC50536,COTTON TOTE BAG,9,2023-10-10,1.0,CUST0370,USA
INV227982,SC80111,ENAMEL PIN SET,12,2023-12-17,0.75,CUST0370,USA
INV507341,SC11031,CERAMIC PLANT POT,8,2023-08-15,2.0,CUST0370,USA
INV415504,SC21829,KNITTED BLANKET,13,2023-05-11,4.5,CUST0370,USA
INV320606,SC31001,KNITTED BLANKET,8,2023-06-02,4.5,CUST0370,USA
INV387348,SC20498,KNITTED BLANKET,14,2023-01-18,4.5,CUST0371,Spain
INV872739,SC64127,CERAMIC PLANT POT,16,2023-08-30,2.0,CUST0371,Spain
INV960085,SC23159,KNITTED BLANKET,11,2023-08-05,4.5,CUST0371,Spain
INV373646,SC76366,CERAMIC PLANT POT,6,2023-12-24,2.0,CUST0371,Spain
INV731364,SC81791,BLUE CERAMIC MUG,12,2023-08-04,1.25,CUST0371,Spain
INV828980,SC13584,WICKER BASKET,11,2023-08-21,3.0,CUST0371,Spain
INV242703,SC10403,ENAMEL PIN SET,15,2023-11-25,0.75,CUST0372,United Kingdom
INV420389,SC51120,METAL KEYCHAIN,7,2023-11-18,0.5,CUST0372,United Kingdom
INV265488,SC42716,BAMBOO CUTTING BOARD,3,2023-02-26,1.75,CUST0372,United Kingdom
INV530247,SC51864,CERAMIC PLANT POT,20,2023-12-18,2.0,CUST0373,Italy
INV373342,SC32738,LEATHER WALLET,16,2023-03-10,5.0,CUST0373,Italy
INV938366,SC46935,ENAMEL PIN SET,19,2023-06-17,0.75,CUST0373,Italy
INV512608,SC59456,METAL KEYCHAIN,12,2023-04-04,0.5,CUST0374,India
INV121741,SC13010,CERAMIC PLANT POT,19,2023-04-25,2.0,CUST0374,India
INV307897,SC44312,KNITTED BLANKET,3,2023-08-25,4.5,CUST0375,Italy
INV520515,SC91003,WICKER BASKET,6,2023-01-26,3.0,CUST0375,Italy
INV256501,SC21673,METAL KEYCHAIN,20,2023-05-14,0.5,CUST0375,Italy
INV223050,SC11850,GLASS VASE,6,2023-10-18,1.5,CUST0375,Italy
INV618152,SC25533,PAPER NOTEBOOK,15,2023-12-11,0.85,CUST0376,Italy
INV952924,SC44891,COTTON TOTE BAG,7,2023-04-08,1.0,CUST0376,Italy
INV236523,SC66532,WOODEN PHOTO FRAME,16,2023-07-15,2.0,CUST0376,Italy
INV326037,SC47089,CERAMIC PLANT POT,7,2023-11-04,2.0,CUST0376,Italy
INV289131,SC63546,WICKER BASKET,7,2023-08-03,3.0,CUST0376,Italy
INV404289,SC44314,PAPER NOTEBOOK,5,2023-01-15,0.85,CUST0376,Italy
INV360380,SC58449,COTTON TOTE BAG,20,2023-08-19,1.0,CUST0376,Italy
INV239675,SC52368,BLUE CERAMIC MUG,1,2023-08-29,1.25,CUST0377,Japan
INV322526,SC60265,WICKER BASKET,13,2023-12-18,3.0,CUST0377,Japan
INV368672,SC19575,WICKER BASKET,14,2023-11-02,3.0,CUST0377,Japan
INV154644,SC53628,BLUE CERAMIC MUG,18,2023-01-31,1.25,CUST0377,Japan
INV471512,SC89478,KNITTED BLANKET,8,2023-08-30,4.5,CUST0377,Japan
INV884588,SC15965,ENAMEL PIN SET,20,2023-12-30,0.75,CUST0377,Japan
INV749758,SC59930,RED WOOL SCARF,9,2023-09-16,2.5,CUST0377,Japan
INV488918,SC27332,WOODEN PHOTO FRAME,13,2023-12-10,2.0,CUST0377,Japan
INV278117,SC76027,BAMBOO CUTTING BOARD,6,2023-05-14,1.75,CUST0378,Italy
INV194002,SC51591,KNITTED BLANKET,15,2023-03-09,4.5,CUST0379,Spain
INV248683,SC44131,WICKER BASKET,17,2023-08-10,3.0,CUST0379,Spain
INV234082,SC75432,BLUE CERAMIC MUG,11,2023-01-23,1.25,CUST0379,Spain
INV550977,SC47083,CERAMIC PLANT POT,9,2023-07-04,2.0,CUST0379,Spain
INV969887,SC44571,KNITTED BLANKET,9,2023-11-10,4.5,CUST0379,Spain
INV272998,SC51358,SILK CUSHION,11,2023-08-12,2.25,CUST0379,Spain
INV298096,SC29480,SILK CUSHION,15,2023-01-28,2.25,CUST0380,Spain
INV137604,SC71636,RED WOOL SCARF,8,2023-04-04,2.5,CUST0380,Spain
INV589824,SC67203,WOODEN PHOTO FRAME,6,2023-12-28,2.0,CUST0380,Spain
INV843470,SC83512,RED WOOL SCARF,15,2023-07-02,2.5,CUST0381,Germany
INV217955,SC29405,LEATHER WALLET,15,2023-09-10,5.0,CUST0381,Germany
INV313630,SC47239,BLUE CERAMIC MUG,12,2023-02-17,1.25,CUST0381,Germany
INV962529,SC45755,VINTAGE LAMP,6,2023-09-18,3.75,CUST0381,Germany
INV711893,SC10540,BAMBOO CUTTING BOARD,19,2023-04-19,1.75,CUST0381,Germany
INV536646,SC20070,SILK CUSHION,19,2023-04-03,2.25,CUST0381,Germany
INV198886,SC53077,COTTON TOTE BAG,16,2023-12-13,1.0,CUST0381,Germany
INV813702,SC25989,RED WOOL SCARF,10,2023-12-15,2.5,CUST0381,Germany
INV261245,SC13784,BAMBOO CUTTING BOARD,4,2023-06-15,1.75,CUST0382,Canada
INV791577,SC72895,BLUE CERAMIC MUG,15,2023-12-29,1.25,CUST0382,Canada
INV789969,SC10760,LEATHER WALLET,9,2023-11-01,5.0,CUST0382,Canada
INV752596,SC69388,GLASS VASE,2,2023-12-02,1.5,CUST0382,Canada
INV321634,SC16380,GLASS VASE,19,2023-03-08,1.5,CUST0382,Canada
INV936917,SC17279,PAPER NOTEBOOK,10,2023-06-15,0.85,CUST0382,Canada
INV286657,SC41467,BLUE CERAMIC MUG,13,2023-05-11,1.25,CUST0383,Germany
INV121508,SC37292,PAPER NOTEBOOK,13,2023-02-15,0.85,CUST0383,Germany
INV398776,SC94825,VINTAGE LAMP,13,2023-07-26,3.75,CUST0383,Germany
INV413048,SC74336,PAPER NOTEBOOK,5,2023-03-03,0.85,CUST0383,Germany
INV818234,SC89103,PAPER NOTEBOOK,14,2023-06-08,0.85,CUST0383,Germany
INV200780,SC58163,VINTAGE LAMP,12,2023-12-07,3.75,CUST0383,Germany
INV567080,SC60867,SILK CUSHION,7,2023-09-08,2.25,CUST0383,Germany
INV194604,SC65382,BAMBOO CUTTING BOARD,20,2023-08-05,1.75,CUST0384,Spain
INV295408,SC66899,PAPER NOTEBOOK,12,2023-11-11,0.85,CUST0384,Spain
INV142402,SC77284,ENAMEL PIN SET,14,2023-02-17,0.75,CUST0384,Spain
INV335122,SC94883,GLASS VASE,15,2023-12-13,1.5,CUST0384,Spain
INV652891,SC92517,ENAMEL PIN SET,5,2023-09-11,0.75,CUST0384,Spain
INV183029,SC72601,WOODEN PHOTO FRAME,15,2023-08-12,2.0,CUST0385,Italy
INV817555,SC49375,WOODEN PHOTO FRAME,5,2023-03-07,2.0,CUST0385,Italy
INV677759,SC20031,WOODEN PHOTO FRAME,19,2023-01-25,2.0,CUST0386,India
INV212860,SC76932,KNITTED BLANKET,2,2023-09-20,4.5,CUST0386,India
INV587227,SC96619,METAL KEYCHAIN,14,2023-02-18,0.5,CUST0386,India
INV472724,SC43405,WICKER BASKET,19,2023-05-10,3.0,CUST0386,India
INV117058,SC24933,BAMBOO CUTTING BOARD,3,2023-09-15,1.75,CUST0386,India
INV924366,SC33882,WICKER BASKET,15,2023-04-02,3.0,CUST0386,India
INV187336,SC64558,CERAMIC PLANT POT,13,2023-01-24,2.0,CUST0386,India
INV571804,SC91764,BAMBOO CUTTING BOARD,15,2023-12-10,1.75,CUST0387,Australia
INV949352,SC34535,PAPER NOTEBOOK,9,2023-06-24,0.85,CUST0387,Australia
INV883317,SC89174,COTTON TOTE BAG,6,2023-02-10,1.0,CUST0387,Australia
INV660333,SC12348,WOODEN PHOTO FRAME,4,2023-08-11,2.0,CUST0387,Australia
INV113950,SC32509,RED WOOL SCARF,13,2023-03-01,2.5,CUST0387,Australia
INV825411,SC63096,ENAMEL PIN SET,16,2023-08-24,0.75,CUST0387,Australia
INV478251,SC98316,WOODEN PHOTO FRAME,20,2023-11-12,2.0,CUST0388,Japan
INV191892,SC26395,WICKER BASKET,13,2023-06-04,3.0,CUST0388,Japan
INV217348,SC12082,VINTAGE LAMP,1,2023-04-08,3.75,CUST0388,Japan
INV319393,SC73060,WICKER BASKET,7,2023-01-14,3.0,CUST0388,Japan
INV353524,SC67119,ENAMEL PIN SET,5,2023-11-29,0.75,CUST0388,Japan
INV190275,SC49441,CERAMIC PLANT POT,18,2023-04-08,2.0,CUST0388,Japan
INV597013,SC65296,PAPER NOTEBOOK,15,2023-03-17,0.85,CUST0388,Japan
INV259826,SC68361,RED WOOL SCARF,4,2023-03-27,2.5,CUST0388,Japan
INV354415,SC36389,RED WOOL SCARF,15,2023-10-27,2.5,CUST0389,Spain
INV153395,SC53758,WOODEN PHOTO FRAME,19,2023-07-20,2.0,CUST0389,Spain
INV988803,SC66595,RED WOOL SCARF,4,2023-11-19,2.5,CUST0389,Spain
INV724783,SC82653,METAL KEYCHAIN,16,2023-10-24,0.5,CUST0389,Spain
INV519095,SC73714,WOODEN PHOTO FRAME,2,2023-09-07,2.0,CUST0389,Spain
INV811634,SC73950,SILK CUSHION,19,2023-11-10,2.25,CUST0389,Spain
INV119943,SC65312,COTTON TOTE BAG,2,2023-09-28,1.0,CUST0389,Spain
INV166595,SC45107,BAMBOO CUTTING BOARD,11,2023-10-11,1.75,CUST0389,Spain
INV777568,SC55451,BLUE CERAMIC MUG,16,2023-11-15,1.25,CUST0390,Canada
INV269170,SC47750,LEATHER WALLET,14,2023-01-11,5.0,CUST0390,Canada
INV460550,SC67424,WICKER BASKET,7,2023-08-29,3.0,CUST0390,Canada
INV716204,SC99780,COTTON TOTE BAG,17,2023-04-23,1.0,CUST0390,Canada
INV591223,SC27191,GLASS VASE,20,2023-12-03,1.5,CUST0390,Canada
INV509333,SC64638,KNITTED BLANKET,10,2023-12-31,4.5,CUST0390,Canada
INV938603,SC31237,CERAMIC PLANT POT,12,2023-08-30,2.0,CUST0390,Canada
INV824248,SC21297,BAMBOO CUTTING BOARD,7,2023-05-25,1.75,CUST0390,Canada
INV735173,SC74511,VINTAGE LAMP,7,2023-03-22,3.75,CUST0391,Spain
INV418402,SC40765,BLUE CERAMIC MUG,14,2023-09-10,1.25,CUST0391,Spain
INV119011,SC57026,COTTON TOTE BAG,18,2023-01-25,1.0,CUST0391,Spain
INV968167,SC75991,ENAMEL PIN SET,6,2023-03-31,0.75,CUST0392,Australia
INV551538,SC24938,RED WOOL SCARF,3,2023-06-22,2.5,CUST0392,Australia
INV689280,SC39372,BAMBOO CUTTING BOARD,8,2023-03-03,1.75,CUST0392,Australia
INV923012,SC56562,LEATHER WALLET,9,2023-06-24,5.0,CUST0392,Australia
INV380484,SC29815,PAPER NOTEBOOK,2,2023-10-13,0.85,CUST0392,Australia
INV802006,SC23650,CERAMIC PLANT POT,17,2023-11-06,2.0,CUST0392,Australia
INV211035,SC90028,PAPER NOTEBOOK,15,2023-02-26,0.85,CUST0393,United Kingdom
INV144008,SC76493,BAMBOO CUTTING BOARD,4,2023-10-15,1.75,CUST0393,United Kingdom
INV223794,SC36920,BLUE CERAMIC MUG,6,2023-11-19,1.25,CUST0393,United Kingdom
INV863729,SC48289,KNITTED BLANKET,12,2023-03-22,4.5,CUST0393,United Kingdom
INV622600,SC23014,WICKER BASKET,15,2023-09-17,3.0,CUST0393,United Kingdom
INV958952,SC28058,VINTAGE LAMP,12,2023-06-21,3.75,CUST0393,United Kingdom
INV535945,SC10863,BLUE CERAMIC MUG,7,2023-08-13,1.25,CUST0393,United Kingdom
INV400687,SC76194,COTTON TOTE BAG,16,2023-06-24,1.0,CUST0393,United Kingdom
INV478162,SC92502,WOODEN PHOTO FRAME,12,2023-08-01,2.0,CUST0394,France
INV889794,SC79422,ENAMEL PIN SET,8,2023-03-19,0.75,CUST0394,France
INV529191,SC70129,VINTAGE LAMP,14,2023-07-31,3.75,CUST0395,Canada
INV479347,SC13901,CERAMIC PLANT POT,17,2023-12-16,2.0,CUST0395,Canada
INV852485,SC77809,LEATHER WALLET,5,2023-01-06,5.0,CUST0395,Canada
INV430096,SC62645,BLUE CERAMIC MUG,3,2023-06-23,1.25,CUST0395,Canada
INV792244,SC94078,RED WOOL SCARF,13,2023-01-19,2.5,CUST0396,France
INV762288,SC96554,VINTAGE LAMP,19,2023-01-30,3.75,CUST0396,France
INV539673,SC62691,KNITTED BLANKET,17,2023-06-01,4.5,CUST0396,France
INV856601,SC51116,KNITTED BLANKET,18,2023-06-05,4.5,CUST0396,France
INV967176,SC46671,KNITTED BLANKET,12,2023-01-05,4.5,CUST0396,France
INV253995,SC62944,KNITTED BLANKET,17,2023-11-09,4.5,CUST0396,France
INV754688,SC91027,LEATHER WALLET,7,2023-10-06,5.0,CUST0396,France
INV416178,SC21046,KNITTED BLANKET,13,2023-04-12,4.5,CUST0397,Spain
INV508937,SC26515,RED WOOL SCARF,18,2023-06-21,2.5,CUST0397,Spain
INV324116,SC22166,SILK CUSHION,18,2023-05-26,2.25,CUST0397,Spain
INV646660,SC54657,SILK CUSHION,18,2023-06-09,2.25,CUST0397,Spain
INV129246,SC80770,PAPER NOTEBOOK,6,2023-01-12,0.85,CUST0397,Spain
INV972655,SC49838,BAMBOO CUTTING BOARD,9,2023-05-04,1.75,CUST0397,Spain
